unique_key,complaint_type,complaint_description,owning_department,source,status,status_change_date,created_date,last_update_date,close_date,incident_address,street_number,street_name,city,incident_zip,county,state_plane_x_coordinate,state_plane_y_coordinate,latitude,longitude,location,council_district_code,map_page,map_tile
17-00353164,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-12-01 14:42:45 UTC,2017-11-27 14:55:15 UTC,2017-12-01 14:42:45 UTC,2017-12-01 14:42:45 UTC,"2307 QUANAH PARKER TRL, AUSTIN, TX 78734",2307,QUANAH PARKER,AUSTIN,78734,TRAVIS,3054299.25075804,10110205.9990242,30.38022078,-97.93016611,"(30.38022078, -97.93016611)",,490Q,WZ32
17-00118504,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-05-07 15:53:29 UTC,2017-05-07 12:45:18 UTC,2017-05-07 15:53:28 UTC,2017-05-07 15:53:29 UTC,"2207 QUANAH PARKER TRL, AUSTIN, TX 78734",2207,QUANAH PARKER,AUSTIN,78734,TRAVIS,3054130.25202762,10109888.998118,30.37935939,-97.93072365,"(30.37935939, -97.93072365)",,490Q,WZ32
19-00081417,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-03-08 13:29:47 UTC,2019-03-07 12:11:03 UTC,2019-03-08 13:29:47 UTC,2019-03-08 13:29:47 UTC,"2811 LARIAT TRL, AUSTIN, TX 78734",2811,LARIAT,AUSTIN,78734,TRAVIS,3055086.25094461,10111511.9982504,30.38376415,-97.92758128,"(30.38376415, -97.92758128)",,490Q,WZ32
19-00078755,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-03-07 07:48:40 UTC,2019-03-05 13:12:22 UTC,2019-03-07 07:48:40 UTC,2019-03-07 07:48:40 UTC,"INDIAN CREEK RD & QUANAH PARKER TRL, AUSTIN, TX",,INDIAN CREEK RD & QUANAH PARKER TRL,AUSTIN,78734,TRAVIS,3054242.16240554,10110705.2071886,30.38159647,-97.93031292,"(30.38159647, -97.93031292)",,490Q,WZ32
19-00131673,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-04-15 17:50:46 UTC,2019-04-14 16:19:21 UTC,2019-04-15 17:50:46 UTC,2019-04-15 17:50:46 UTC,"2400 CRAZYHORSE PASS, AUSTIN, TX 78734",2400,CRAZYHORSE,AUSTIN,78734,TRAVIS,3054498.00206023,10110242.9976559,30.38031068,-97.92953342,"(30.38031068, -97.92953342)",,490Q,WZ32
19-00044527,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-02-07 13:16:03 UTC,2019-02-07 11:45:40 UTC,2019-02-07 13:16:03 UTC,2019-02-07 13:16:03 UTC,"2306 CRAZYHORSE PASS, AUSTIN, TX 78734",2306,CRAZYHORSE,AUSTIN,78734,TRAVIS,3054440.00234809,10110089.9996,30.37989354,-97.92972779,"(30.37989354, -97.92972779)",,490Q,WZ32
17-00104971,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-09-13 17:14:00 UTC,2017-04-24 10:12:00 UTC,2018-09-13 16:14:00 UTC,2018-09-13 17:14:00 UTC,"2407 CRAZYHORSE PASS, AUSTIN, TX 78734",2407,CRAZYHORSE,AUSTIN,78734,TRAVIS,3054714.25,10110336.0,30.38055348,-97.9288414,"(30.38055348, -97.9288414)",,490Q,WZ32
16-00293911,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-11-07 10:26:03 UTC,2016-11-05 16:08:13 UTC,2016-11-07 10:26:03 UTC,2016-11-07 10:26:03 UTC,"2514 CRAZYHORSE PASS, AUSTIN, TX 78734",2514,CRAZYHORSE,AUSTIN,78734,TRAVIS,3055643.00133157,10110610.997793,30.38125422,-97.92587782,"(30.38125422, -97.92587782)",,490R,WZ32
16-00270686,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-10-14 08:06:01 UTC,2016-10-12 10:08:47 UTC,2016-10-14 07:05:19 UTC,2016-10-14 08:06:01 UTC,"14400 COCHISE TRL, AUSTIN, TX 78734",14400,COCHISE,AUSTIN,78734,TRAVIS,3057549.25229046,10111720.9973457,30.38419199,-97.91975742,"(30.38419199, -97.91975742)",,490R,WZ32
16-00272540,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-10-16 10:14:01 UTC,2016-10-14 08:20:11 UTC,2016-10-16 09:18:09 UTC,2016-10-16 10:14:01 UTC,"14400 COCHISE TRL, AUSTIN, TX 78734",14400,COCHISE,AUSTIN,78734,TRAVIS,3057549.25229046,10111720.9973457,30.38419199,-97.91975742,"(30.38419199, -97.91975742)",,490R,WZ32
16-00221777,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-08-26 16:42:39 UTC,2016-08-26 10:03:54 UTC,2016-08-26 15:45:23 UTC,2016-08-26 16:42:39 UTC,"3110 BRASS BUTTONS TRL, AUSTIN, TX 78734",3110,BRASS BUTTONS,AUSTIN,78734,TRAVIS,3058393.25273263,10111404.5583934,30.38327174,-97.91710312,"(30.38327174, -97.91710312)",,490R,WZ32
14-00097064,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2014-05-21 09:09:08 UTC,2014-05-21 09:09:08 UTC,2014-05-21 09:10:30 UTC,,"2900 CHISHOLM TRL, AUSTIN, TX",2900,CHISHOLM,AUSTIN,78734,TRAVIS,3058244.83953825,10110293.4026897,30.38022608,-97.91765022,"(30.38022608, -97.91765022)",,490R,WZ32
14-00029724,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-25 12:13:52 UTC,2014-02-19 15:30:07 UTC,2014-02-25 11:15:53 UTC,2014-02-25 12:13:52 UTC,"3000 SPOTTED WOLF TRL, AUSTIN, TX",3000,SPOTTED WOLF,AUSTIN,78734,TRAVIS,3057598.76000001,10111106.87,30.38250083,-97.9196427,"(30.38250083, -97.9196427)",,490R,WZ32
14-00005193,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-01-30 12:33:54 UTC,2014-01-09 12:49:42 UTC,2014-01-30 11:35:53 UTC,2014-01-30 12:33:54 UTC,"3001 SPOTTED WOLF TRL, AUSTIN, TX",3001,SPOTTED WOLF,AUSTIN,78734,TRAVIS,3057603.57489135,10111004.9989118,30.3822205,-97.91963445,"(30.3822205, -97.91963445)",,490R,WZ32
14-00005334,ACLONAG,Loose Dog,Animal Services Office,Phone,Duplicate (closed),2014-01-09 16:13:00 UTC,2014-01-09 16:13:00 UTC,2014-01-10 14:16:00 UTC,2014-01-09 16:13:00 UTC,"3002 SPOTTED WOLF TRL, AUSTIN, TX",3002,SPOTTED WOLF,AUSTIN,78734,TRAVIS,3057647.92,10111151.48,30.38262053,-97.91948376,"(30.38262053, -97.91948376)",,490R,WZ32
14-00014115,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-01-31 13:46:00 UTC,2014-01-23 20:45:00 UTC,2014-01-31 14:44:00 UTC,2014-01-31 14:44:00 UTC,"3001 SPOTTED WOLF TRL, AUSTIN, TX",3001,SPOTTED WOLF,AUSTIN,78734,TRAVIS,3057603.57489135,10111004.9989118,30.3822205,-97.91963445,"(30.3822205, -97.91963445)",,490R,WZ32
19-00021527,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2019-01-19 15:53:08 UTC,2019-01-19 15:53:08 UTC,2019-01-19 15:53:08 UTC,,"14604 GENERAL WILLIAMSON DR, AUSTIN, TX 78734",14604,GENERAL WILLIAMSON,Austin,78734,TRAVIS,3056277.31343897,10111971.0841893,30.38495529,-97.92377322,"(30.38495529, -97.92377322)",,490R,WZ32
19-00338572,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-09-06 08:19:42 UTC,2019-09-04 10:35:14 UTC,2019-09-06 08:19:25 UTC,2019-09-06 08:19:42 UTC,"2625 CRAZYHORSE PASS, AUSTIN, TX 78734",2625,CRAZYHORSE,AUSTIN,78734,TRAVIS,3055991.25259182,10110317.9974991,30.38042805,-97.92479376,"(30.38042805, -97.92479376)",,490R,WZ32
14-00190643,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-09-09 12:07:36 UTC,2014-09-08 08:17:38 UTC,2014-09-09 11:09:47 UTC,2014-09-09 12:07:36 UTC,"16106 MONKS MOUNTAIN DR, LAKEWAY, TX",16106,MONKS MOUNTAIN,LAKEWAY,78734,TRAVIS,3046407.71387743,10109486.7375693,30.37870983,-97.95523596,"(30.37870983, -97.95523596)",,490S,WY31
14-00216897,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-10-22 13:48:59 UTC,2014-10-09 11:20:42 UTC,2014-10-22 12:51:18 UTC,2014-10-22 13:48:59 UTC,"STEWART RD & BUFFALO GAP RD, LAKEWAY, TX",,STEWART RD & BUFFALO GAP RD,LAKEWAY,78734,TRAVIS,3047209.5,10108852.0,30.3769178,-97.95273691,"(30.3769178, -97.95273691)",,490S,WY31
18-00216530,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-07-07 11:42:46 UTC,2018-07-07 10:24:35 UTC,2018-07-07 10:42:48 UTC,2018-07-07 11:42:46 UTC,"1113 BUFFALO GAP RD, LAKEWAY, TX 78734",1113,BUFFALO GAP,LAKEWAY,78734,TRAVIS,3047333.72903947,10109458.7243371,30.37857836,-97.95230186,"(30.37857836, -97.95230186)",,490S,WY31
18-00303842,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2018-09-30 08:40:00 UTC,2018-09-12 13:09:00 UTC,2018-09-30 08:40:00 UTC,2018-09-30 08:40:00 UTC,"1201 BUFFALO GAP RD, LAKEWAY, TX 78734",1201,BUFFALO GAP,LAKEWAY,78734,TRAVIS,3047472.251,10109558.0,30.37884311,-97.95185593,"(30.37884311, -97.95185593)",,490S,WY31
18-00335310,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-10-06 08:30:00 UTC,2018-10-04 12:25:00 UTC,2018-10-06 08:30:00 UTC,2018-10-06 08:30:00 UTC,"BUFFALO GAP RD & THUNDER TRL, LAKEWAY, TX",,BUFFALO GAP RD & THUNDER TRL,LAKEWAY,78734,TRAVIS,3047314.202,10109500.31,30.37869382,-97.95236095,"(30.37869382, -97.95236095)",,490S,WY31
16-00288481,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-11-01 12:00:19 UTC,2016-10-31 08:35:41 UTC,2016-11-01 11:00:37 UTC,2016-11-01 12:00:19 UTC,"1500 BARNEY DR, AUSTIN, TX 78734",1500,BARNEY,AUSTIN,78734,TRAVIS,3051701.95056339,10108512.4482732,30.37571926,-97.93851676,"(30.37571926, -97.93851676)",,490T,WY31
16-00261543,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-10-06 07:43:09 UTC,2016-10-03 07:51:14 UTC,2016-10-06 06:42:29 UTC,2016-10-06 07:43:09 UTC,"BARNEY DR & DEBBA DR, AUSTIN, TX 78734",,BARNEY DR & DEBBA DR,AUSTIN,78734,TRAVIS,3051643.85172714,10107976.4194373,30.37424917,-97.93873755,"(30.37424917, -97.93873755)",,490T,WY31
16-00004218,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-07 07:54:33 UTC,2016-01-07 07:54:33 UTC,2016-01-07 07:54:33 UTC,,"SUSAN DR & SOPHIE DR, AUSTIN, TX 78734",,SUSAN DR & SOPHIE DR,AUSTIN,78734,TRAVIS,3051553.50053388,10109586.2166761,30.3786798,-97.93891413,"(30.3786798, -97.93891413)",,490T,WY31
16-00005307,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-08 12:24:48 UTC,2016-01-08 12:24:48 UTC,2016-01-08 12:24:48 UTC,,"1401 PYRAMID DR, AUSTIN, TX 78734",1401,PYRAMID,AUSTIN,78734,TRAVIS,3050087.95065812,10109106.6278042,30.37744807,-97.94359342,"(30.37744807, -97.94359342)",,490T,WY31
17-00122977,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-05-12 10:14:02 UTC,2017-05-11 14:45:10 UTC,2017-05-12 10:14:02 UTC,2017-05-12 10:14:02 UTC,"STEWART RD & N FM 620 RD, LAKEWAY, TX 78734",,STEWART RD & N FM 620 RD,LAKEWAY,78734,TRAVIS,3048997.34106148,10107942.1681643,30.37431137,-97.94713043,"(30.37431137, -97.94713043)",,490T,WY31
17-00145077,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-05-31 11:02:29 UTC,2017-05-30 15:45:48 UTC,2017-05-31 11:02:29 UTC,2017-05-31 11:02:29 UTC,"1700 BARNEY DR, AUSTIN, TX 78734",1700,BARNEY,AUSTIN,78734,TRAVIS,3051880.00062207,10109055.9984872,30.37720292,-97.93791514,"(30.37720292, -97.93791514)",,490T,WY31
17-00304417,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2017-10-11 13:11:20 UTC,2017-10-11 13:11:20 UTC,2017-10-11 13:11:20 UTC,,"1700 BARNEY DR, AUSTIN, TX 78734",1700,BARNEY,AUSTIN,78734,TRAVIS,3051880.00062207,10109055.9984872,30.37720292,-97.93791514,"(30.37720292, -97.93791514)",,490T,WY31
19-00044035,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-02-07 11:33:51 UTC,2019-02-07 07:53:23 UTC,2019-02-07 11:33:51 UTC,2019-02-07 11:33:51 UTC,"15098 DEBBA DR, AUSTIN, TX 78734",15098,DEBBA,AUSTIN,78734,TRAVIS,3051818.93070438,10107918.7271239,30.37408022,-97.93818642,"(30.37408022, -97.93818642)",,490T,WY31
18-00288137,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-09-02 11:30:00 UTC,2018-08-31 07:57:00 UTC,2018-09-02 11:30:00 UTC,2018-09-02 11:30:00 UTC,"BARNEY DR & DEBBA DR, AUSTIN, TX 78734",,BARNEY DR & DEBBA DR,AUSTIN,78734,TRAVIS,3051643.852,10107976.42,30.37424917,-97.93873755,"(30.37424917, -97.93873755)",,490T,WY31
19-00158185,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-05-03 17:59:38 UTC,2019-05-03 09:08:59 UTC,2019-05-03 17:59:38 UTC,2019-05-03 17:59:38 UTC,"15101 DEBBA DR, AUSTIN, TX 78734",15101,DEBBA,AUSTIN,78734,TRAVIS,3051627.20679702,10107964.9316092,30.37421858,-97.9387911,"(30.37421858, -97.9387911)",,490T,WY31
16-00127801,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-05-27 18:11:49 UTC,2016-05-26 12:56:28 UTC,2016-05-27 17:12:05 UTC,2016-05-27 18:11:49 UTC,"1605 BARNEY DR, AUSTIN, TX 78734",1605,BARNEY,AUSTIN,78734,TRAVIS,3052138.50079703,10108731.9984187,30.37629695,-97.9371177,"(30.37629695, -97.9371177)",,490U,WZ31
16-00136175,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-06-07 10:31:39 UTC,2016-06-04 08:09:03 UTC,2016-06-07 09:31:17 UTC,2016-06-07 10:31:39 UTC,"1600 BARNEY DR, AUSTIN, TX 78734",1600,BARNEY,AUSTIN,78734,TRAVIS,3051998.78741474,10108701.5669188,30.37622157,-97.93756274,"(30.37622157, -97.93756274)",,490U,WZ31
16-00251087,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-09-23 14:17:28 UTC,2016-09-23 07:52:47 UTC,2016-09-23 13:17:33 UTC,2016-09-23 14:17:28 UTC,"1501 BARNEY DR, AUSTIN, TX 78734",1501,BARNEY,AUSTIN,78734,TRAVIS,3052007.81134445,10108267.2697544,30.37502717,-97.93756378,"(30.37502717, -97.93756378)",,490U,WZ31
16-00142781,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-06-14 12:51:57 UTC,2016-06-10 08:44:58 UTC,2016-06-14 11:51:11 UTC,2016-06-14 12:51:57 UTC,"1607 BARNEY DR, AUSTIN, TX 78734",1607,BARNEY,AUSTIN,78734,TRAVIS,3052309.00172386,10108786.2571183,30.37643601,-97.93657342,"(30.37643601, -97.93657342)",,490U,WZ31
16-00156407,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-06-25 08:10:40 UTC,2016-06-23 14:12:55 UTC,2016-06-25 07:09:44 UTC,2016-06-25 08:10:40 UTC,"1607 BARNEY DR, AUSTIN, TX 78734",1607,BARNEY,AUSTIN,78734,TRAVIS,3052309.00172386,10108786.2571183,30.37643601,-97.93657342,"(30.37643601, -97.93657342)",,490U,WZ31
16-00157899,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-06-25 10:53:39 UTC,2016-06-25 07:48:14 UTC,2016-06-25 09:52:43 UTC,2016-06-25 10:53:39 UTC,"1607 BARNEY DR, AUSTIN, TX 78734",1607,BARNEY,AUSTIN,78734,,3052309.00172386,10108786.2571183,30.37643601,-97.93657342,"(30.37643601, -97.93657342)",,490U,WZ31
16-00179111,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-07-14 07:51:00 UTC,2016-07-13 20:23:00 UTC,2016-07-14 06:48:00 UTC,2016-07-14 07:51:00 UTC,"1407 SHARPS RD, AUSTIN, TX 78734",1407,SHARPS,AUSTIN,78734,TRAVIS,3052298.792,10107682.58,30.37340264,-97.93668119,"(30.37340264, -97.93668119)",,490U,WZ31
16-00182591,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-07-19 08:04:00 UTC,2016-07-17 08:23:00 UTC,2016-07-19 07:05:00 UTC,2016-07-19 08:04:00 UTC,"1501 BARNEY DR, AUSTIN, TX 78734",1501,BARNEY,AUSTIN,78734,TRAVIS,3052007.811,10108267.27,30.37502717,-97.93756378,"(30.37502717, -97.93756378)",,490U,WZ31
16-00182758,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-07-19 08:04:00 UTC,2016-07-17 13:50:00 UTC,2016-07-19 07:05:00 UTC,2016-07-19 08:04:00 UTC,"RUNNING DEER TRL & QUANAH PARKER TRL, AUSTIN, TX 78734",,RUNNING DEER TRL & QUANAH PARKER TRL,AUSTIN,78734,TRAVIS,3053174.132,10108792.42,30.37640166,-97.93383012,"(30.37640166, -97.93383012)",,490U,WZ31
16-00191270,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-07-27 11:49:33 UTC,2016-07-26 08:09:08 UTC,2016-07-27 10:52:15 UTC,2016-07-27 11:49:33 UTC,"BARNEY DR & SOPHIE DR, AUSTIN, TX 78734",,BARNEY DR & SOPHIE DR,AUSTIN,78734,TRAVIS,3052368.27024547,10109465.0777509,30.37829855,-97.93633913,"(30.37829855, -97.93633913)",,490U,WZ31
16-00254657,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-09-28 14:29:11 UTC,2016-09-26 17:55:50 UTC,2016-09-28 13:28:34 UTC,2016-09-28 14:29:11 UTC,"1900 RED FOX RD, AUSTIN, TX 78734",1900,RED FOX,AUSTIN,78734,TRAVIS,3055060.81165245,10108162.1589773,30.37455708,-97.92789165,"(30.37455708, -97.92789165)",,490U,WZ31
16-00229326,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-09-02 16:46:50 UTC,2016-09-02 15:21:42 UTC,2016-09-02 15:46:40 UTC,2016-09-02 16:46:50 UTC,"14702 BRANDING IRON PASS, AUSTIN, TX 78734",14702,BRANDING IRON,AUSTIN,78734,TRAVIS,3053660.25134472,10107871.9980049,30.37384263,-97.93235188,"(30.37384263, -97.93235188)",,490U,WZ31
16-00292714,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-11-05 12:53:01 UTC,2016-11-04 06:51:27 UTC,2016-11-05 11:52:35 UTC,2016-11-05 12:53:01 UTC,"1605 BARNEY DR, AUSTIN, TX 78734",1605,BARNEY,AUSTIN,78734,TRAVIS,3052138.50079703,10108731.9984187,30.37629695,-97.9371177,"(30.37629695, -97.9371177)",,490U,WZ31
16-00310208,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-11-30 10:39:52 UTC,2016-11-27 13:55:09 UTC,2016-11-30 10:39:52 UTC,2016-11-30 10:39:52 UTC,"1808 RED FOX RD, AUSTIN, TX 78734",1808,RED FOX,AUSTIN,78734,TRAVIS,3055125.56187855,10108055.2938506,30.37425946,-97.9276937,"(30.37425946, -97.9276937)",,490U,WZ31
16-00225510,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-08-30 13:53:14 UTC,2016-08-30 11:10:40 UTC,2016-08-30 12:56:33 UTC,2016-08-30 13:53:14 UTC,"1607 BARNEY DR, AUSTIN, TX 78734",1607,BARNEY,AUSTIN,78734,TRAVIS,3052309.00172386,10108786.2571183,30.37643601,-97.93657342,"(30.37643601, -97.93657342)",,490U,WZ31
17-00179498,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-06-28 11:35:49 UTC,2017-06-27 13:18:53 UTC,2017-06-28 11:35:49 UTC,2017-06-28 11:35:49 UTC,"14808 RUNNING DEER TRL, AUSTIN, TX 78734",14808,RUNNING DEER,AUSTIN,78734,TRAVIS,3053554.91174907,10109268.6484818,30.37768822,-97.93259027,"(30.37768822, -97.93259027)",,490U,WZ31
16-00335269,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-12-31 15:52:17 UTC,2016-12-30 09:56:45 UTC,2016-12-31 15:52:17 UTC,2016-12-31 15:52:17 UTC,"14505 PIMA TRL, AUSTIN, TX 78734",14505,PIMA,AUSTIN,78734,TRAVIS,3054798.25129701,10108153.999433,30.37455026,-97.92872464,"(30.37455026, -97.92872464)",,490U,WZ31
14-00103091,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-31 08:33:00 UTC,2014-05-29 13:39:01 UTC,2014-05-31 07:35:06 UTC,2014-05-31 08:33:00 UTC,"1811 WESTWARD HO TRL, AUSTIN, TX",1811,WESTWARD HO,AUSTIN,78734,TRAVIS,3052962.18202787,10109084.8809479,30.37721821,-97.9344821,"(30.37721821, -97.9344821)",,490U,WZ31
14-00097947,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-25 17:04:09 UTC,2014-05-22 10:36:11 UTC,2014-05-25 16:06:15 UTC,2014-05-25 17:04:09 UTC,"14714 COLT DR, AUSTIN, TX",14714,COLT,AUSTIN,78734,TRAVIS,3053346.76217117,10108093.7120343,30.37447071,-97.9333306,"(30.37447071, -97.9333306)",,490U,WZ31
14-00036738,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-03-05 17:09:09 UTC,2014-03-03 07:58:38 UTC,2014-03-05 16:11:11 UTC,2014-03-05 17:09:09 UTC,"INDIAN CREEK RD & RUNNING DEER TRL, AUSTIN, TX",,INDIAN CREEK RD & RUNNING DEER TRL,AUSTIN,78734,TRAVIS,3053478.72000000,10109160.23,30.3773947,-97.93283926,"(30.3773947, -97.93283926)",,490U,WZ31
14-00035183,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-28 13:23:48 UTC,2014-02-28 10:07:17 UTC,2014-02-28 12:25:49 UTC,2014-02-28 13:23:48 UTC,"14600 PIMA TRL, AUSTIN, TX",14600,PIMA,AUSTIN,78734,TRAVIS,3054453.89810768,10108483.2768349,30.37547589,-97.92979382,"(30.37547589, -97.92979382)",,490U,WZ31
14-00026770,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-18 11:08:39 UTC,2014-02-15 07:49:24 UTC,2014-02-18 10:10:39 UTC,2014-02-18 11:08:39 UTC,"1801 CRAZYHORSE PASS, AUSTIN, TX",1801,CRAZYHORSE,AUSTIN,78734,TRAVIS,3054082.33128723,10108457.4641621,30.375427,-97.93097363,"(30.375427, -97.93097363)",,490U,WZ31
14-00023885,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-11 10:03:34 UTC,2014-02-10 10:56:34 UTC,2014-02-11 09:05:33 UTC,2014-02-11 10:03:34 UTC,"1901 CRAZYHORSE PASS, AUSTIN, TX",1901,CRAZYHORSE,AUSTIN,78734,TRAVIS,3054202.32235860,10108654.1140418,30.37596046,-97.93057973,"(30.37596046, -97.93057973)",,490U,WZ31
14-00004079,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-01-14 15:19:00 UTC,2014-01-07 15:39:00 UTC,2014-01-14 14:21:00 UTC,2014-01-14 15:19:00 UTC,"14508 THUNDERHEAD RD, AUSTIN, TX",14508,THUNDERHEAD,AUSTIN,78734,TRAVIS,3054813.55869888,10108053.8566683,30.37427406,-97.92868297,"(30.37427406, -97.92868297)",,490U,WZ31
14-00003042,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-01-09 08:28:00 UTC,2014-01-06 09:51:00 UTC,2014-01-09 07:30:00 UTC,2014-01-09 08:28:00 UTC,"1706 CRAZYHORSE PASS, AUSTIN, TX",1706,CRAZYHORSE,AUSTIN,78734,TRAVIS,3053330.87822752,10108410.0781968,30.37534133,-97.93335931,"(30.37534133, -97.93335931)",,490U,WZ31
14-00105981,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-06-02 10:32:55 UTC,2014-06-02 09:22:07 UTC,2014-06-02 09:35:01 UTC,2014-06-02 10:32:55 UTC,"1811 WESTWARD HO TRL, AUSTIN, TX",1811,WESTWARD HO,AUSTIN,78734,TRAVIS,3052962.18202787,10109084.8809479,30.37721821,-97.9344821,"(30.37721821, -97.9344821)",,490U,WZ31
14-00101378,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-06-02 13:48:10 UTC,2014-05-27 12:10:54 UTC,2014-06-02 12:50:16 UTC,2014-06-02 13:48:10 UTC,"1811 WESTWARD HO TRL, AUSTIN, TX",1811,WESTWARD HO,AUSTIN,78734,TRAVIS,3052962.18202787,10109084.8809479,30.37721821,-97.9344821,"(30.37721821, -97.9344821)",,490U,WZ31
14-00152809,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 20:22:00 UTC,2014-07-24 13:28:00 UTC,2014-08-25 19:24:00 UTC,2014-08-25 20:22:00 UTC,"1605 BARNEY DR, AUSTIN, TX",1605,BARNEY,AUSTIN,78734,TRAVIS,3052042.989,10108699.85,30.37621425,-97.93742271,"(30.37621425, -97.93742271)",,490U,WZ31
14-00178228,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-27 17:47:57 UTC,2014-08-23 13:49:36 UTC,2014-08-27 16:50:06 UTC,2014-08-27 17:47:57 UTC,"1701 BARNEY DR, AUSTIN, TX",1701,BARNEY,AUSTIN,78734,TRAVIS,3052211.6023666,10109023.7626217,30.37709467,-97.936866,"(30.37709467, -97.936866)",,490U,WZ31
14-00158672,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 20:22:00 UTC,2014-07-31 12:21:00 UTC,2014-08-25 19:24:00 UTC,2014-08-25 20:22:00 UTC,"1607 BARNEY DR, AUSTIN, TX",1607,BARNEY,AUSTIN,78734,TRAVIS,3052046.502,10108706.6,30.37623259,-97.93741111,"(30.37623259, -97.93741111)",,490U,WZ31
14-00143644,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 19:34:00 UTC,2014-07-14 14:09:00 UTC,2014-08-25 18:36:00 UTC,2014-08-25 19:34:00 UTC,"14813 BRANDING IRON PASS, AUSTIN, TX",14813,BRANDING IRON,AUSTIN,78734,TRAVIS,3053213.032,10108211.06,30.37480123,-97.93374655,"(30.37480123, -97.93374655)",,490U,WZ31
14-00184902,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-09-01 11:57:27 UTC,2014-08-31 16:04:36 UTC,2014-09-01 10:59:37 UTC,2014-09-01 11:57:27 UTC,"RUNNING DEER TRL & QUANAH PARKER TRL, AUSTIN, TX",,RUNNING DEER TRL & QUANAH PARKER TRL,AUSTIN,78734,TRAVIS,3053174.13,10108792.42,30.37640167,-97.93383012,"(30.37640167, -97.93383012)",,490U,WZ31
